pcb_material,solder_type,coating_type,component_density,via_structure,surface_finish,process_line,chamber_id,laminate_vendor,thickness_mm,copper_layers,copper_weight_oz,thermal_cycles,temp_min_c,temp_max_c,temp_span_c,ramp_rate_c_per_min,dwell_hot_min,dwell_cold_min,humidity_percent,vacuum_kpa,vibration_rms_g,initial_scale_coeff,rework_count,pcb_area_cm2,hole_density_per_dm2,copper_imbalance_percent,void_fraction_percent,ionic_contamination_ug_cm2,board_age_days,cycles_per_day,peak_assembly_temp_c,inspection_delay_hours,tg_c,cte_z_ppm,moisture_absorption_percent,warp_energy_index,via_fatigue_index,solder_creep_index,delamination_risk_index,residual_stress_index,deformation_um,drift_percent,post_scale_coeff,exceeds_threshold,severe_threshold
HighTg_FR4,SnAgCu,Silicone,High,Through,OSP,LineC,Chamber_2,VendorC,2.34,10,1.0,1331,-40,105,145,7.412,102,6,24.93,3.055,8.707,1.022472,1,113.88,689.96,1.96,3.603,0.735,702,6.26,255,62.07,172.0,55.0,0.13,1.572,93.74,120.248,7.721,4.224,6.678,3.0192,1.053343,1,0
FR4,SnAgCu,Silicone,UltraHigh,Microvia,HASL,LineA,Chamber_2,VendorB,2.175,4,1.0,275,-40,105,145,17.527,12,90,94.91,0.094,3.317,0.983385,1,136.97,131.35,7.89,3.34,1.467,124,6.215,255,53.42,136.0,69.0,0.18,3.038,62.038,24.568,22.082,2.273,1.846,3.3468,1.016296,1,0
Ceramic,LowTemp,Acrylic,High,Microvia,ENIG,LineC,Chamber_2,VendorA,2.265,6,2.0,425,-20,125,145,6.813,109,116,68.68,0.865,15.592,0.98695,1,198.86,188.94,27.57,3.063,1.711,537,3.139,255,5.47,400.0,8.0,0.01,6.946,107.802,86.699,6.335,2.333,9.005,3.0035,1.016594,1,0
Rogers,SnAgCu,None,High,Through,OSP,LineA,Chamber_1,VendorB,2.723,4,2.0,1551,-55,105,160,0.88,119,110,47.78,2.883,1.439,0.993105,2,238.55,464.39,32.22,11.003,0.915,14,4.525,245,23.91,287.0,31.0,0.05,8.386,99.26,140.368,5.74,2.861,10.566,4.509,1.037884,1,0
FR4,SnPb,NanoCeramic,High,StackedMicrovia,,LineC,Chamber_3,VendorC,2.683,6,1.0,1513,-55,70,125,17.204,35,77,90.3,0.151,14.062,1.002606,0,198.49,57.89,26.22,2.062,1.273,234,1.995,245,52.33,136.0,69.0,0.18,4.733,156.741,122.263,12.845,2.815,18.437,4.6156,1.048883,1,0
FR4,SnPb,Silicone,Medium,BlindBuried,ENIG,LineA,Chamber_1,VendorE,2.053,6,1.0,1362,-40,85,125,4.876,107,101,76.18,15.374,16.994,1.011621,1,82.58,292.67,24.5,1.59,0.52,474,5.999,255,71.0,136.0,69.0,0.18,2.185,121.988,139.569,11.73,3.854,19.684,3.3025,1.04503,1,0
Rogers,SACXPlus,Silicone,High,Through,ENIG,LineB,Chamber_1,VendorA,1.371,10,2.0,491,-40,85,125,12.739,68,10,73.09,0.213,1.914,0.990822,1,192.53,692.12,22.69,6.083,1.217,355,3.286,255,54.73,287.0,31.0,0.05,8.251,58.8,31.54,6.81,2.507,0.087,1.5764,1.006441,0,0
HighTg_FR4,SnAgCu,Silicone,High,BlindBuried,ENIG,LineB,Chamber_1,VendorB,0.73,8,2.0,222,-20,105,125,1.615,65,14,24.49,12.703,7.806,0.9887,2,158.05,377.63,2.5,4.52,1.076,176,3.028,245,35.99,172.0,55.0,0.13,5.566,71.863,23.378,6.022,2.053,6.176,1.4634,1.003169,0,0
FR4,SnAgCu,Parylene,Low,Microvia,,LineB,Chamber_2,VendorC,2.026,6,1.0,224,-20,105,125,13.67,112,86,17.77,,10.529,0.98426,1,126.99,245.3,18.88,2.368,0.23,345,3.221,245,55.48,136.0,69.0,0.18,2.14,51.819,25.966,12.559,2.396,0.993,1.7716,1.001697,0,0
FR4,SnAgCu,NanoCeramic,Medium,Through,HASL,LineA,Chamber_1,VendorC,1.606,8,2.0,308,-40,150,190,4.585,95,35,,9.397,17.844,0.988693,1,158.9,146.27,22.91,3.581,1.014,382,0.791,235,52.31,136.0,69.0,0.18,7.263,69.189,43.478,40.719,2.204,11.627,3.5768,1.024056,1,0
Polyimide,SnAgCu,Acrylic,Medium,Microvia,OSP,LineB,Chamber_1,VendorC,1.009,10,2.0,511,-55,85,140,14.564,108,87,68.57,1.049,15.577,0.992131,1,115.63,530.09,25.95,3.06,0.098,78,3.971,235,51.41,255.0,47.0,0.27,6.789,122.333,41.973,9.823,2.321,13.897,3.4727,1.026585,1,0
Polyimide,SnAgCu,Silicone,Low,BlindBuried,ENIG,LineA,Chamber_1,VendorC,1.152,2,2.0,2138,-55,150,205,17.426,107,91,81.19,20.284,,0.974039,4,158.35,652.61,24.18,4.675,0.248,13,4.706,235,68.19,255.0,47.0,0.27,8.244,275.239,269.026,14.187,3.754,31.371,8.5509,1.057328,1,1
Polyimide,LowTemp,None,High,BlindBuried,ImmAg,LineB,Chamber_1,VendorB,2.667,6,1.0,1725,-40,85,125,1.578,89,82,76.45,3.581,17.423,0.993264,2,181.58,648.61,11.2,0.874,1.131,166,0.965,255,44.62,255.0,47.0,0.27,2.798,145.706,217.631,13.306,2.292,33.961,5.8532,1.051402,1,1
Rogers,SnAgCu,Silicone,Low,Microvia,ENIG,LineC,Chamber_1,VendorC,0.839,2,1.0,424,-40,85,125,7.129,59,108,89.09,0.898,5.963,0.987406,1,21.05,64.28,19.72,9.016,0.166,193,3.409,255,37.5,287.0,31.0,0.05,1.086,104.236,33.131,6.003,2.284,16.049,2.8663,1.015708,0,0
HighTg_FR4,SnAgCu,Acrylic,High,BlindBuried,ENIG,LineB,Chamber_3,VendorB,2.354,4,1.0,703,-40,70,110,13.111,27,30,40.55,,6.12,0.998033,0,154.8,71.5,27.46,3.707,0.265,381,8.389,265,,172.0,55.0,0.13,3.889,60.08,41.716,7.032,3.418,6.64,1.5838,1.01384,0,0
FR4,SnAgCu,None,UltraHigh,BlindBuried,OSP,LineB,Chamber_1,VendorD,2.594,8,2.0,1975,-65,85,150,17.939,17,98,38.22,0.954,9.113,1.020377,0,51.98,693.63,16.85,1.942,1.067,30,4.117,235,63.87,136.0,69.0,0.18,1.983,133.792,137.969,14.183,3.507,19.383,4.1254,1.062472,1,0
HighTg_FR4,LowTemp,NanoCeramic,Medium,Through,ENIG,LineC,Chamber_3,VendorA,2.146,8,2.0,1011,-40,85,125,7.044,35,98,27.79,0.75,14.032,0.980879,0,92.73,668.22,14.02,,0.657,277,3.643,265,45.2,172.0,55.0,0.13,2.105,103.691,125.194,5.411,2.893,14.092,2.536,1.005754,0,0
FR4,SACXPlus,Parylene,Medium,Through,HASL,LineB,Chamber_2,VendorC,0.829,10,3.0,636,-40,85,125,17.914,61,42,15.7,1.271,3.459,1.012167,2,116.49,169.22,3.06,1.49,0.308,212,5.149,245,1.88,136.0,69.0,0.18,3.695,79.375,39.726,10.232,2.302,0.0,2.5182,1.037656,0,0
FR4,LowTemp,Acrylic,High,BlindBuried,HASL,LineD,Chamber_2,VendorE,2.476,6,0.5,749,-55,105,160,16.266,21,29,,11.067,13.364,1.020012,0,233.84,154.42,18.61,1.443,0.513,441,3.361,255,5.68,136.0,69.0,0.18,5.911,125.328,113.468,20.553,2.571,19.936,2.971,1.050317,0,0
FR4,SnPb,NanoCeramic,High,Through,OSP,LineB,Chamber_3,VendorC,2.072,4,1.0,896,-40,125,165,13.172,46,77,51.84,5.357,0.049,1.011578,0,90.28,420.92,24.09,6.448,0.783,525,1.386,245,59.97,136.0,69.0,0.18,3.567,106.214,130.011,40.932,2.756,10.845,3.3976,1.045947,1,0
FR4,LowTemp,Acrylic,Medium,BlindBuried,ENIG,LineD,Chamber_1,VendorB,1.282,4,2.0,1213,-55,125,180,7.369,97,108,16.53,53.015,4.725,1.004109,1,199.89,235.69,12.04,1.235,,529,6.87,245,36.61,136.0,69.0,0.18,7.447,246.15,224.95,31.572,3.94,30.623,5.7997,1.062344,1,1
Polyimide,LowTemp,Acrylic,Medium,Through,ImmAg,LineD,Chamber_2,VendorE,2.022,4,2.0,1240,-40,125,165,10.035,8,82,61.52,,17.54,1.015768,1,92.83,508.37,25.59,1.004,2.247,451,6.851,245,71.18,255.0,47.0,0.27,3.547,150.357,220.803,12.906,4.18,35.285,4.9486,1.066034,1,0
FR4,SnAgCu,,High,Through,ENIG,LineB,Chamber_1,VendorB,0.987,4,2.0,1190,-40,125,165,13.19,41,19,,0.17,11.816,1.007595,2,68.91,159.9,33.78,6.313,1.421,362,6.317,245,16.04,136.0,69.0,0.18,7.24,145.004,124.35,40.507,3.299,11.56,5.0024,1.057999,1,0
HighTg_FR4,SnPb,Acrylic,UltraHigh,BlindBuried,ENIG,LineB,Chamber_1,VendorD,2.186,6,1.0,1392,-55,150,205,12.595,116,56,47.97,2.137,8.326,1.013328,2,114.35,568.23,7.06,2.527,0.235,119,2.607,245,51.08,172.0,55.0,0.13,3.375,195.316,245.624,26.586,2.677,27.538,5.2496,1.066523,1,0
Polyimide,LowTemp,Acrylic,Medium,Through,ENIG,LineC,Chamber_1,VendorA,2.596,8,3.0,681,-40,70,110,5.76,43,51,52.92,8.119,13.172,1.001424,1,37.95,212.02,21.14,2.018,1.22,441,4.967,245,,255.0,47.0,0.27,1.583,67.691,72.334,9.475,2.783,3.333,2.1507,1.022962,0,0
Polyimide,SnAgCu,Silicone,Medium,Microvia,HASL,LineC,Chamber_2,VendorE,1.796,4,3.0,1115,-40,150,190,10.384,88,73,34.57,0.099,7.835,0.987276,2,199.89,114.63,11.42,0.935,0.644,88,4.208,265,1.91,255.0,47.0,0.27,6.003,175.867,142.211,8.618,2.502,17.532,4.593,1.032622,1,0
Ceramic,LowTemp,None,UltraHigh,Microvia,ImmAg,LineA,Chamber_3,VendorA,2.699,4,3.0,1832,-55,85,140,15.162,76,73,69.03,0.468,1.92,1.013965,1,128.63,252.68,8.25,1.378,0.015,305,5.903,255,26.71,400.0,8.0,0.01,3.05,194.943,228.664,5.951,3.897,18.025,6.3997,1.078856,1,1
Ceramic,SnPb,Acrylic,Low,Through,HASL,LineA,Chamber_1,VendorB,1.62,4,1.0,792,-20,105,125,8.971,96,119,52.91,91.68,8.956,1.031316,0,170.63,33.45,18.99,1.015,,85,6.215,235,14.36,400.0,8.0,0.01,3.369,83.996,101.475,3.979,2.474,15.778,2.0131,1.052077,0,0
Polyimide,SnPb,Acrylic,Low,Through,ImmAg,LineA,Chamber_2,VendorE,2.501,8,2.0,2163,-40,105,145,10.539,89,102,46.61,0.603,17.197,0.995915,0,195.1,458.56,13.05,5.796,1.095,196,3.59,245,39.34,255.0,47.0,0.27,2.797,132.675,263.297,8.395,3.297,25.953,4.889,1.044605,1,0
FR4,SnAgCu,Silicone,Medium,BlindBuried,HASL,LineC,Chamber_1,VendorC,2.325,4,0.5,1117,-40,70,110,6.434,74,68,43.68,0.899,4.907,1.000271,0,108.78,66.11,21.08,2.655,0.239,611,6.694,245,62.58,136.0,69.0,0.18,1.877,75.679,68.08,8.032,3.96,5.569,2.1679,1.021956,0,0
HighTg_FR4,LowTemp,None,Low,Through,ENIG,LineC,Chamber_1,VendorB,0.886,4,1.0,852,-65,85,150,3.554,117,22,8.18,0.307,0.952,1.001344,1,118.06,120.35,22.54,5.284,0.627,7,5.455,265,71.45,172.0,55.0,0.13,5.459,168.22,114.845,4.81,2.967,7.385,3.2121,1.033508,1,0
Polyimide,SACXPlus,None,Medium,BlindBuried,HASL,LineA,Chamber_1,VendorA,2.617,6,0.5,1554,-40,105,145,1.935,36,28,76.95,0.057,13.344,0.982372,0,74.29,559.52,14.02,2.825,0.409,205,6.374,255,39.87,255.0,47.0,0.27,1.246,99.485,111.364,12.606,3.654,12.357,3.5221,1.016972,1,0
FR4,SnAgCu,Parylene,High,Microvia,OSP,LineB,Chamber_2,VendorA,2.612,4,1.0,885,-55,125,180,7.784,38,25,94.92,0.438,8.179,0.989821,0,176.58,363.8,0.46,3.592,0.618,63,6.163,265,66.96,136.0,69.0,0.18,2.23,125.207,92.466,34.025,3.052,9.19,3.9266,1.028687,1,0
FR4,SnAgCu,None,High,Microvia,HASL,LineC,Chamber_2,VendorB,1.438,4,3.0,896,-55,125,180,11.666,73,63,18.05,0.17,6.025,1.003654,0,202.76,423.19,31.03,7.822,0.485,716,6.656,245,62.84,136.0,69.0,0.18,14.592,168.872,95.611,40.164,3.825,18.571,3.9315,1.043113,1,0
FR4,SnAgCu,,Medium,BlindBuried,ENIG,LineD,Chamber_1,VendorC,2.366,10,2.0,849,-40,85,125,13.872,88,23,32.63,0.905,8.776,0.998873,0,145.46,211.27,32.7,2.362,1.182,628,5.016,255,14.55,136.0,69.0,0.18,4.135,77.327,63.973,11.678,3.113,1.463,1.8409,1.017261,0,0
HighTg_FR4,SnAgCu,Parylene,Medium,StackedMicrovia,ImmAg,LineA,Chamber_1,VendorC,1.172,4,1.0,1218,-20,85,105,2.246,84,26,83.92,0.293,16.74,1.000201,1,26.57,681.13,9.35,6.388,0.494,399,5.376,245,2.43,172.0,55.0,0.13,0.858,152.43,89.636,6.829,2.955,19.307,3.9414,1.039623,1,0
HighTg_FR4,SACXPlus,Parylene,Medium,Through,OSP,LineB,Chamber_2,VendorE,0.764,4,2.0,130,-65,105,170,6.278,115,23,71.2,1.077,4.504,1.000318,1,175.98,691.19,29.28,3.396,1.616,124,1.276,235,61.96,172.0,55.0,0.13,16.864,53.494,14.884,9.149,2.129,0.0,1.6681,1.017005,0,0
FR4,SnPb,None,High,StackedMicrovia,HASL,LineB,Chamber_3,VendorD,1.137,4,1.0,859,-40,85,125,14.696,74,85,34.74,0.388,3.609,0.998605,0,166.05,268.62,31.03,,0.738,719,4.696,255,41.51,136.0,69.0,0.18,10.091,181.601,88.274,13.25,3.325,20.982,4.0104,1.038653,1,0
Rogers,SnAgCu,Parylene,High,Microvia,OSP,LineC,Chamber_1,VendorE,1.716,2,1.0,1700,-40,85,125,2.731,93,38,65.76,52.653,9.61,0.990811,0,94.05,555.78,7.5,1.365,0.455,59,7.75,255,56.04,287.0,31.0,0.05,2.007,148.458,123.287,3.365,4.406,13.512,2.9741,1.020278,0,0
Rogers,SnAgCu,Parylene,High,BlindBuried,ENIG,LineA,Chamber_2,VendorC,0.821,10,1.0,752,-40,85,125,17.884,20,109,90.39,0.458,8.34,1.005219,0,108.85,565.51,16.48,4.188,,174,2.705,265,46.62,287.0,31.0,0.05,6.203,122.819,53.315,5.345,2.315,5.466,2.9325,1.034697,0,0
FR4,SACXPlus,Acrylic,High,Through,HASL,LineA,Chamber_2,VendorC,1.036,8,1.0,1204,-20,105,125,11.682,10,62,26.21,0.21,2.696,1.003942,2,127.93,641.32,2.73,1.92,0.468,401,3.627,255,16.72,136.0,69.0,0.18,3.169,98.784,85.944,13.776,2.708,9.833,2.2778,1.02681,0,0
Rogers,SnAgCu,Parylene,UltraHigh,Through,ENIG,LineC,Chamber_2,VendorC,2.696,6,2.0,685,-55,85,140,16.968,99,83,68.53,16.386,10.452,0.989437,3,193.55,605.95,15.09,5.845,0.295,683,5.237,245,32.81,287.0,31.0,0.05,4.73,61.297,54.133,6.691,3.118,9.302,3.2595,1.021687,1,0
FR4,LowTemp,Parylene,High,StackedMicrovia,ImmAg,LineB,Chamber_1,VendorB,1.737,6,2.0,2074,-40,70,110,13.361,57,66,80.7,23.909,10.341,1.004977,0,169.1,318.81,10.43,8.928,0.387,108,2.811,255,25.62,136.0,69.0,0.18,3.678,240.666,211.292,8.886,2.835,26.766,5.38,1.059045,1,1
Rogers,SnAgCu,Silicone,Low,Through,ENIG,LineA,Chamber_3,VendorB,2.429,4,1.0,523,-55,70,125,17.379,40,106,14.77,3.61,10.898,0.992519,1,132.79,265.46,5.55,10.891,0.735,664,2.103,235,50.17,287.0,31.0,0.05,1.237,48.66,32.473,4.082,2.704,5.478,2.5253,1.017583,0,0
Rogers,SnAgCu,Silicone,UltraHigh,StackedMicrovia,OSP,LineB,Chamber_2,VendorD,1.134,6,1.0,1719,-55,105,160,12.244,92,20,91.97,0.688,7.444,1.007837,1,196.82,655.82,18.9,7.426,0.644,157,7.733,255,4.52,287.0,31.0,0.05,13.05,276.464,152.914,7.275,4.108,31.765,6.3242,1.071574,1,1
FR4,LowTemp,Parylene,UltraHigh,BlindBuried,OSP,LineA,Chamber_1,VendorD,0.886,4,1.0,1684,-40,85,125,5.411,51,89,94.26,,5.221,0.999482,0,208.73,297.48,4.37,3.317,0.796,123,0.908,245,32.46,136.0,69.0,0.18,7.485,242.688,207.802,9.386,2.068,16.425,5.785,1.057302,1,1
Ceramic,SnAgCu,NanoCeramic,Medium,BlindBuried,ENIG,LineB,Chamber_3,VendorB,2.339,10,3.0,917,-65,105,170,14.565,9,72,73.44,8.133,5.91,1.00473,1,29.5,373.7,12.01,6.227,0.598,698,2.369,245,,400.0,8.0,0.01,1.565,108.888,79.389,5.532,2.758,8.56,2.3969,1.028812,0,0
Rogers,LowTemp,Silicone,Low,BlindBuried,ENIG,LineB,Chamber_3,VendorC,1.433,8,1.0,2166,-55,125,180,4.688,69,56,53.44,0.905,15.018,1.002112,1,33.5,85.36,29.35,6.288,,710,5.536,235,51.07,287.0,31.0,0.05,1.638,310.869,390.802,6.098,4.792,31.055,7.6118,1.078391,1,1
Rogers,SnAgCu,Parylene,High,Through,OSP,LineA,Chamber_2,VendorB,1.666,4,2.0,2171,-65,85,150,10.518,20,86,61.56,0.981,11.252,0.999324,0,123.6,219.96,23.11,5.697,0.298,94,7.209,255,33.72,287.0,31.0,0.05,5.545,137.536,151.737,3.971,4.597,16.752,3.7604,1.036903,1,0
Rogers,LowTemp,Parylene,Medium,BlindBuried,ENIG,LineA,Chamber_3,VendorC,2.783,8,1.0,102,-65,85,150,7.216,118,67,65.66,0.051,7.164,1.003925,0,191.52,130.8,27.4,2.121,0.477,252,1.485,255,50.6,287.0,31.0,0.05,4.417,43.495,24.112,4.134,2.143,,1.1345,1.015315,0,0
HighTg_FR4,LowTemp,Parylene,High,StackedMicrovia,HASL,LineD,Chamber_1,VendorB,1.365,4,0.5,1268,-55,70,125,14.545,43,78,20.18,0.078,11.039,1.010105,1,42.37,76.0,7.93,9.766,0.803,284,2.923,245,57.25,172.0,55.0,0.13,1.134,239.058,130.517,6.024,3.043,19.448,3.5392,1.045855,1,0
FR4,LowTemp,NanoCeramic,Medium,Through,ENIG,LineD,Chamber_2,VendorE,1.694,4,1.0,463,-65,150,215,13.863,41,67,33.13,0.139,6.293,1.001446,2,209.67,272.12,19.11,2.173,0.303,107,7.002,245,55.44,136.0,69.0,0.18,8.629,129.956,103.494,69.665,2.788,11.463,5.1026,1.052546,1,0
Rogers,SnAgCu,None,Low,StackedMicrovia,ImmAg,LineA,Chamber_1,VendorC,2.033,4,1.0,2197,-65,105,170,15.659,103,19,15.28,0.328,15.528,1.001251,3,48.47,370.51,9.97,2.039,0.385,666,1.739,245,66.54,287.0,31.0,0.05,1.009,246.227,195.092,6.066,3.226,14.439,5.3403,1.054721,1,1
Polyimide,LowTemp,None,Medium,StackedMicrovia,,LineC,Chamber_3,VendorB,0.887,4,1.0,2123,-40,125,165,5.047,10,51,,57.011,13.097,0.995754,0,172.4,549.93,15.39,3.029,0.73,263,0.899,265,7.55,255.0,47.0,0.27,9.134,507.287,376.774,8.93,2.293,53.424,8.2605,1.078009,1,1
Polyimide,SACXPlus,Silicone,UltraHigh,Through,HASL,LineA,Chamber_1,VendorD,2.205,4,1.0,954,-40,125,165,17.958,83,117,74.55,25.772,1.817,0.978176,1,196.34,433.26,20.7,8.284,0.722,580,0.734,265,6.42,255.0,47.0,0.27,7.46,78.206,84.354,13.602,2.137,3.629,3.0482,1.007993,1,0
HighTg_FR4,SnAgCu,Acrylic,Low,BlindBuried,HASL,LineC,Chamber_1,VendorE,1.649,10,2.0,778,-20,150,170,14.652,117,16,87.47,0.068,1.011,1.000405,1,28.1,580.63,12.94,2.144,0.297,59,7.665,245,17.14,172.0,55.0,0.13,1.235,120.136,102.29,26.667,2.797,1.191,3.9114,1.039535,1,0
HighTg_FR4,SnAgCu,Silicone,High,Through,HASL,LineD,Chamber_1,VendorD,1.068,4,1.0,1809,-20,125,145,7.451,9,32,40.16,0.056,0.602,0.984804,0,206.42,178.3,17.99,2.959,0.831,280,7.022,255,32.99,172.0,55.0,0.13,10.772,151.049,185.038,9.43,4.489,16.589,3.8042,1.022268,1,0
FR4,SACXPlus,Parylene,Medium,Microvia,ImmAg,LineB,Chamber_2,VendorC,1.604,4,1.0,880,-20,85,105,2.996,116,86,62.68,4.299,0.496,0.993209,0,204.81,560.65,20.0,6.116,0.74,430,4.185,235,36.2,136.0,69.0,0.18,4.64,83.165,55.787,7.566,2.854,11.686,1.9745,1.01282,0,0
Polyimide,SnAgCu,NanoCeramic,Medium,StackedMicrovia,ENIG,LineB,Chamber_2,VendorB,1.667,4,1.0,1619,-40,105,145,6.81,76,23,60.72,0.874,8.944,0.989608,3,50.4,55.1,4.38,2.465,1.963,137,7.747,235,64.57,255.0,47.0,0.27,1.068,197.897,143.972,9.272,4.411,24.636,4.4139,1.033288,1,0
FR4,LowTemp,Acrylic,Medium,StackedMicrovia,OSP,LineB,Chamber_2,VendorC,2.046,2,1.0,1472,-55,150,205,2.626,28,11,49.47,22.164,3.255,,1,64.41,208.49,0.74,8.789,0.284,432,1.165,255,71.13,136.0,69.0,0.18,1.172,344.3,316.003,36.26,2.781,42.834,6.8347,1.059148,1,1
Polyimide,LowTemp,Parylene,Medium,StackedMicrovia,OSP,LineA,Chamber_1,VendorD,2.668,4,2.0,653,-55,105,160,11.384,104,93,69.87,81.373,12.142,0.992138,1,208.99,321.74,3.05,1.776,1.734,309,0.702,265,24.7,255.0,47.0,0.27,2.586,159.177,108.082,9.011,1.986,18.501,3.3319,1.025195,1,0
Rogers,SnAgCu,None,High,Through,ENIG,LineB,Chamber_1,VendorE,2.307,4,3.0,802,-20,125,145,2.742,101,29,19.87,2.141,8.69,1.005826,2,232.37,670.88,30.02,3.24,0.73,239,4.36,235,68.45,287.0,31.0,0.05,8.66,72.737,88.217,4.461,2.859,3.666,3.4724,1.040752,1,0
HighTg_FR4,SnPb,Silicone,High,BlindBuried,OSP,LineA,Chamber_2,VendorC,1.503,4,2.0,2055,-20,150,170,8.205,118,31,12.89,0.193,1.683,1.003993,1,125.51,81.69,33.52,2.053,0.153,286,6.679,255,18.71,172.0,55.0,0.13,8.713,232.532,357.566,16.264,4.301,36.79,5.9245,1.063475,1,1
HighTg_FR4,SnPb,None,Low,Through,ImmAg,LineC,Chamber_1,VendorC,2.736,4,1.0,1104,-40,105,145,12.282,111,58,,,0.105,1.001331,1,45.89,198.56,4.97,13.079,0.499,226,0.992,235,13.67,172.0,55.0,0.13,0.655,89.423,140.024,10.331,2.061,9.092,2.4291,1.025654,0,0
FR4,SnAgCu,Silicone,Medium,StackedMicrovia,OSP,LineB,Chamber_2,VendorB,2.361,4,3.0,942,-40,105,145,8.593,76,103,95.18,1.238,0.661,1.014513,2,80.06,123.65,12.0,5.885,0.484,202,3.219,245,,136.0,69.0,0.18,2.23,127.874,85.703,17.481,2.643,10.4,4.4875,1.060039,1,0
Rogers,SACXPlus,Silicone,High,Through,OSP,LineA,Chamber_3,VendorA,0.759,8,2.0,1986,-65,105,170,15.964,7,119,93.69,1.191,9.6,1.036702,0,93.1,309.2,11.32,0.771,1.203,26,1.531,255,27.56,287.0,31.0,0.05,6.73,192.676,140.465,7.414,2.244,24.118,4.6192,1.084589,1,0
Polyimide,SnAgCu,Parylene,High,Through,ENIG,LineB,Chamber_2,VendorB,0.945,12,0.5,1276,-65,85,150,4.945,91,36,64.24,10.535,10.559,1.006089,1,158.12,243.64,20.2,7.681,0.386,393,6.218,245,57.61,255.0,47.0,0.27,10.196,142.895,94.063,6.96,3.765,13.472,3.4167,1.040464,1,0
HighTg_FR4,SnAgCu,Silicone,Medium,Through,ImmAg,LineC,Chamber_1,VendorA,1.158,2,1.0,1260,-40,85,125,9.811,92,41,59.24,0.832,6.354,1.010897,1,178.22,82.63,10.47,2.612,0.212,479,2.563,255,65.29,172.0,55.0,0.13,4.673,103.855,93.023,8.653,3.07,14.655,3.5499,1.046783,1,0
FR4,SACXPlus,Acrylic,High,Through,HASL,LineB,Chamber_2,VendorC,0.875,8,1.0,880,-55,105,160,16.507,94,65,64.26,0.298,1.42,1.003364,0,152.7,347.25,32.51,8.142,0.813,672,4.82,245,41.29,136.0,69.0,0.18,15.761,114.593,66.567,23.086,3.221,4.085,4.0366,1.043866,1,0
FR4,SnAgCu,None,Low,Through,OSP,LineB,Chamber_3,VendorB,1.719,8,2.0,1481,-40,150,190,6.875,26,97,45.5,14.039,16.824,1.007775,2,215.65,350.17,6.22,3.064,0.705,181,0.462,255,62.83,136.0,69.0,0.18,3.914,143.753,183.401,46.398,2.366,16.402,5.175,1.059927,1,0
HighTg_FR4,SACXPlus,None,Low,Through,ENIG,LineC,Chamber_2,VendorD,1.416,6,1.0,135,-40,150,190,8.931,90,13,32.53,,7.303,0.980508,0,20.35,448.55,16.35,2.694,0.991,314,3.869,255,23.07,172.0,55.0,0.13,0.923,44.904,17.892,21.23,2.177,0.0,1.8323,0.998473,0,0
Rogers,SnAgCu,NanoCeramic,High,StackedMicrovia,ENIG,LineA,Chamber_3,VendorC,2.743,8,1.0,509,-40,85,125,16.845,101,54,6.51,0.067,7.728,0.967545,0,104.56,591.87,7.5,4.616,1.424,341,1.06,245,5.21,287.0,31.0,0.05,1.502,80.271,41.142,3.633,1.933,0.0,1.4616,0.981687,0,0
Polyimide,SnPb,NanoCeramic,High,Microvia,ImmAg,LineB,Chamber_1,VendorA,1.693,6,1.0,1812,-20,125,145,9.388,14,17,7.77,2.196,6.866,0.974632,1,82.78,681.87,13.64,1.972,1.334,465,7.697,245,39.7,255.0,47.0,0.27,2.604,214.692,257.025,5.134,4.709,23.911,4.8267,1.021674,1,0
FR4,SnAgCu,Acrylic,High,Through,ENIG,LineB,Chamber_2,VendorD,1.146,12,1.0,604,-55,70,125,15.665,8,31,,0.065,,0.992505,2,184.88,90.63,6.83,5.962,2.285,365,5.657,235,69.46,136.0,69.0,0.18,5.059,76.192,35.538,17.413,3.044,2.176,3.1084,1.023356,1,0
Rogers,LowTemp,Acrylic,Medium,Microvia,HASL,LineA,Chamber_1,VendorA,2.739,4,2.0,2166,-40,105,145,16.976,15,78,74.5,,12.788,1.016402,0,169.15,250.12,2.99,2.526,1.721,328,4.866,245,44.72,287.0,31.0,0.05,2.042,217.572,323.545,8.222,3.922,37.827,5.8301,1.075659,1,1
HighTg_FR4,LowTemp,Acrylic,Medium,BlindBuried,OSP,LineD,Chamber_2,VendorA,1.779,6,1.0,1966,-40,150,190,5.205,85,9,69.49,84.22,11.967,1.003064,0,215.78,681.18,30.65,1.348,0.923,567,3.069,235,52.55,172.0,55.0,0.13,10.179,283.777,426.104,20.437,3.684,40.263,7.2272,1.075557,1,1
Rogers,SACXPlus,Silicone,High,Microvia,ImmAg,LineB,Chamber_3,VendorE,0.853,8,1.0,864,-40,150,190,14.316,40,105,83.69,67.679,2.96,0.995312,3,87.55,405.96,19.81,5.814,0.643,101,0.61,255,65.66,287.0,31.0,0.05,8.042,198.0,89.766,9.099,2.265,13.708,6.0077,1.055108,1,1
FR4,SACXPlus,Acrylic,Medium,Through,OSP,LineB,Chamber_3,VendorA,0.87,10,1.0,2022,-20,105,125,12.045,99,16,61.84,0.155,4.834,1.006833,1,207.93,289.9,22.83,4.92,0.699,456,3.521,245,56.13,136.0,69.0,0.18,10.755,135.535,147.632,17.205,3.695,,4.6113,1.053261,1,0
